Overall Herfindahl Indices
CNTK-Microsoft                	0.0641941386711
Theano-Theano                 	0.0631636985459
caffe-BVLC                    	0.134573153919
deeplearning4j-deeplearning4j 	0.15258423672
incubator-systemml            	0.146836143603
tensorflow-tensorflow         	0.138899395601
torch7-torch                  	0.138135515907

Per Year
CNTK-Microsoft
	2014 7		0.333333333333
	2014 8		0.283366206443
	2014 9		0.446416831032
	2014 10		0.260951357162
	2014 11		0.403802625622
	2014 12		0.279421433268
	2015 1		0.5364
	2015 2		0.371031746032
	2015 3		0.203587278107
	2015 4		0.631235827664
	2015 5		0.532006666013
	2015 6		0.471906736374
	2015 7		0.34602661549
	2015 8		0.130827428206
	2015 9		0.379758136515
	2015 10		0.38694214876
	2015 11		0.316186556927
	2015 12		0.178824253616
	2016 1		0.400205761317
	2016 2		0.222790357925
	2016 3		0.568047337278
	2016 4		0.375836384295
	2016 5		0.143554137737
	2016 6		0.289795918367
	2016 7		0.379812695109
	2016 8		0.197907048323
	2016 9		0.272633744856
	2016 10		0.268229166667
	2016 11		0.20875

tensorflow-tensorflow
	2008 1		0
	2008 2		0
	2008 3		0
	2008 4		0
	2008 5		0
	2008 6		0
	2008 7		0
	2008 8		0
	2008 9		0
	2008 10		0
	2008 11		0
	2008 12		0
	2009 1		0
	2009 2		0
	2009 3		0
	2009 4		0
	2009 5		0
	2009 6		0
	2009 7		0
	2009 8		0
	2009 9		0
	2009 10		0
	2009 11		0
	2009 12		0
	2010 1		0
	2010 2		0
	2010 3		0
	2010 4		0
	2010 5		0
	2010 6		0
	2010 7		0
	2010 8		0
	2010 9		0
	2010 10		0
	2010 11		0
	2010 12		0
	2011 1		0
	2011 2		0
	2011 3		0
	2011 4		0
	2011 5		0
	2011 6		0
	2011 7		0
	2011 8		0
	2011 9		0
	2011 10		0
	2011 11		0
	2011 12		0
	2012 1		0
	2012 2		0
	2012 3		0
	2012 4		0
	2012 5		0
	2012 6		0
	2012 7		0
	2012 8		0
	2012 9		0
	2012 10		0
	2012 11		0
	2012 12		0
	2013 1		0
	2013 2		0
	2013 3		0
	2013 4		0
	2013 5		0
	2013 6		0
	2013 7		0
	2013 8		0
	2013 9		0
	2013 10		0
	2013 11		0
	2013 12		0
	2014 1		0
	2014 2		0
	2014 3		0
	2014 4		0
	2014 5		0
	2014 6		0
	2014 7		0
	2014 8		0
	2014 9		0
	2014 10		0
	2014 11		0
	2014 12		0
	2015 1		0
	2015 2		0
	2015 3		0
